episode,ball,scenario,rep,t_dodge_s,actual_min_m,counterfactual_min_m,delta_m,verdict,fit_resid_m,n_pre,n_post
1,ball_S08_r0_1786093422,S08,0,147.069,0.3144,0.2986,0.0158,DODGE_SAVED,0.0135,12,271
2,ball_S08_r1_1786093437,S08,1,,0.3200,,,NO_DODGE,,0,313
3,ball_S08_r2_1786093450,S08,2,173.879,0.3148,0.2495,0.0652,DODGE_SAVED,0.0149,12,279
4,ball_S14_r0_1786093464,S14,0,,0.2697,,,NO_DODGE,,0,310
5,ball_S14_r1_1786093478,S14,1,201.277,0.4110,0.3853,0.0257,WOULD_HAVE_MISSED,0.0115,12,271
6,ball_S14_r2_1786093492,S14,2,215.490,0.2429,0.2547,-0.0119,DODGE_FAILED,0.0106,12,270
7,ball_S20_r0_1786093507,S20,0,229.872,0.1881,0.1876,0.0005,DODGE_FAILED,0.0095,12,274
