dodge_idx,t_since_cmd_s,escape_m,ideal_m,tca_s,miss_m
1,0.05,0.0088,0.0750,0.080,0.142
1,0.10,0.0166,0.1500,0.080,0.142
1,0.15,0.0263,0.2250,0.080,0.142
1,0.20,0.0427,0.3000,0.080,0.142
1,0.30,0.0782,0.4500,0.080,0.142
1,0.40,0.1191,0.6000,0.080,0.142
1,0.60,0.2177,0.9000,0.080,0.142
1,1.00,0.4175,1.5000,0.080,0.142
2,0.05,0.0073,0.0750,0.100,0.685
2,0.10,0.0134,0.1500,0.100,0.685
2,0.15,0.0241,0.2250,0.100,0.685
2,0.20,0.0342,0.3000,0.100,0.685
2,0.30,0.0656,0.4500,0.100,0.685
2,0.40,0.1142,0.6000,0.100,0.685
2,0.60,0.2516,0.9000,0.100,0.685
2,1.00,0.8259,1.5000,0.100,0.685
3,0.05,0.0043,0.0750,0.080,0.728
3,0.10,0.0083,0.1500,0.080,0.728
3,0.15,0.0162,0.2250,0.080,0.728
3,0.20,0.0230,0.3000,0.080,0.728
3,0.30,0.0482,0.4500,0.080,0.728
3,0.40,0.0855,0.6000,0.080,0.728
3,0.60,0.2115,0.9000,0.080,0.728
3,1.00,0.7550,1.5000,0.080,0.728
4,0.05,0.0112,0.0750,0.110,0.574
4,0.10,0.0196,0.1500,0.110,0.574
4,0.15,0.0363,0.2250,0.110,0.574
4,0.20,0.0508,0.3000,0.110,0.574
4,0.30,0.0953,0.4500,0.110,0.574
4,0.40,0.1422,0.6000,0.110,0.574
4,0.60,0.2602,0.9000,0.110,0.574
4,1.00,0.5093,1.5000,0.110,0.574
5,0.05,0.0064,0.0750,0.100,0.411
5,0.10,0.0158,0.1500,0.100,0.411
5,0.15,0.0288,0.2250,0.100,0.411
5,0.20,0.0439,0.3000,0.100,0.411
5,0.30,0.0725,0.4500,0.100,0.411
5,0.40,0.1129,0.6000,0.100,0.411
5,0.60,0.2068,0.9000,0.100,0.411
5,1.00,0.5066,1.5000,0.100,0.411
6,0.05,0.0088,0.0750,0.080,0.518
6,0.10,0.0139,0.1500,0.080,0.518
6,0.15,0.0255,0.2250,0.080,0.518
6,0.20,0.0363,0.3000,0.080,0.518
6,0.30,0.0571,0.4500,0.080,0.518
6,0.40,0.0834,0.6000,0.080,0.518
6,0.60,0.1612,0.9000,0.080,0.518
6,1.00,0.5429,1.5000,0.080,0.518
7,0.05,0.0006,0.0750,0.100,0.259
7,0.10,0.0007,0.1500,0.100,0.259
7,0.15,0.0012,0.2250,0.100,0.259
7,0.20,0.0017,0.3000,0.100,0.259
7,0.30,0.0042,0.4500,0.100,0.259
7,0.40,0.0118,0.6000,0.100,0.259
7,0.60,0.0615,0.9000,0.100,0.259
7,1.00,0.4621,1.5000,0.100,0.259
8,0.05,0.0073,0.0750,0.050,0.359
8,0.10,0.0161,0.1500,0.050,0.359
8,0.15,0.0271,0.2250,0.050,0.359
8,0.20,0.0391,0.3000,0.050,0.359
8,0.30,0.0629,0.4500,0.050,0.359
8,0.40,0.0951,0.6000,0.050,0.359
8,0.60,0.1729,0.9000,0.050,0.359
8,1.00,0.3688,1.5000,0.050,0.359
