episode,ball,scenario,rep,t_dodge_s,actual_min_m,counterfactual_min_m,delta_m,verdict,fit_resid_m,n_pre,n_post
1,ball_S08_r0_1786093704,S08,0,122.976,0.2059,0.2388,-0.0329,DODGE_FAILED,0.0121,12,283
2,ball_S08_r1_1786093720,S08,1,138.748,0.2956,0.2749,0.0207,DODGE_FAILED,0.0128,12,271
3,ball_S08_r2_1786093734,S08,2,152.731,0.2915,0.2075,0.0840,DODGE_FAILED,0.0099,12,286
4,ball_S14_r0_1786093750,S14,0,168.528,0.1983,0.1892,0.0091,DODGE_FAILED,0.0098,12,275
5,ball_S14_r1_1786093765,S14,1,183.054,0.3656,0.3462,0.0194,WOULD_HAVE_MISSED,0.0102,13,272
6,ball_S14_r2_1786093780,S14,2,197.278,0.1910,0.1883,0.0027,DODGE_FAILED,0.0113,12,272
7,ball_S20_r0_1786093795,S20,0,,0.2192,,,NO_DODGE,,0,312
8,ball_S20_r1_1786093808,S20,1,224.191,0.2071,0.2523,-0.0452,DODGE_FAILED,0.0094,12,278
