combo,id,rep,expect_dodge,dodged,latency_ms,min_dist_m,spec_miss_m,aim_err_m,off_target,steady,success,error,note,skipped,window_s,needed_window_s,spawn_dead_s,miss_along_m,miss_cross_m,miss_vert_m,lead_along_m,lead_cross_m,lead_vert_m,ball_speed_mps,t_flight_assumed_s,flight_to_ca_s,tca_s,trigger_miss_m,first_det_range_m,track_updates,track_age_s,n_hypotheses
baseline,D15,0,True,True,20.0,0.151,0.0,0.151,False,True,False,False,dodged but min_dist 0.15 <= hit_radius,False,0.0,1.871,0.278,0.148,0.025,0.01,0.528,-0.068,-0.19,13.925,1.571,1.544,0.71,0.743,15.908,6,0.388,1
baseline,D15,1,True,True,17.0,0.324,0.0,0.324,False,True,True,False,clean dodge,False,0.0,1.871,0.286,-0.097,-0.097,-0.294,0.063,0.152,-0.266,14.0,1.571,1.57,0.77,0.217,15.982,5,0.306,1
baseline,D15,2,True,True,21.0,0.178,0.0,0.178,False,True,False,False,dodged but min_dist 0.18 <= hit_radius,False,0.0,1.871,0.254,0.052,-0.022,0.169,-0.102,-0.1,0.127,14.151,1.571,1.565,0.74,0.551,16.216,6,0.377,1
baseline,D15,3,True,True,20.0,0.393,0.0,0.393,False,True,True,False,clean dodge,False,0.0,1.871,0.322,-0.105,0.346,-0.154,0.356,-0.016,-0.249,14.0,1.571,1.557,0.86,0.413,15.948,4,0.25,1
baseline,D15,4,True,True,20.0,0.331,0.0,0.331,False,True,True,False,clean dodge,False,0.0,1.871,0.257,-0.098,0.298,-0.103,0.29,-0.094,-0.183,14.0,1.571,1.559,0.79,0.302,15.921,5,0.307,1
baseline,D15,5,True,True,19.0,0.216,0.0,0.216,False,True,False,False,dodged but min_dist 0.22 <= hit_radius,False,0.0,1.871,0.25,0.031,0.047,0.209,-0.101,-0.153,0.137,14.151,1.571,1.56,0.77,0.704,15.886,5,0.323,1
baseline,D15,6,True,True,21.0,0.371,0.0,0.371,False,True,True,False,clean dodge,False,0.0,1.871,0.304,0.256,-0.017,0.267,0.195,-0.352,0.195,13.927,1.571,1.561,0.79,0.452,15.998,4,0.254,1
baseline,D15,7,True,True,20.0,0.235,0.0,0.235,False,True,False,False,dodged but min_dist 0.24 <= hit_radius,False,0.0,1.871,0.317,-0.084,-0.173,0.136,-0.169,0.059,0.071,13.622,1.571,1.564,0.88,0.648,15.882,4,0.24,1
baseline,D15,8,True,True,18.0,0.473,0.0,0.473,False,True,True,False,clean dodge,False,0.0,1.871,0.264,-0.12,0.457,0.031,0.474,0.052,-0.102,14.0,1.571,1.552,0.9,0.536,15.932,3,0.165,1
baseline,D15,9,True,True,19.0,0.629,0.0,0.629,False,True,True,False,clean dodge,False,0.0,1.871,0.286,0.142,0.281,0.545,0.82,0.112,0.212,13.779,1.571,1.522,0.86,0.719,15.883,4,0.251,1
