combo,id,rep,expect_dodge,dodged,latency_ms,min_dist_m,spec_miss_m,aim_err_m,off_target,steady,success,error,note,skipped,window_s,needed_window_s,spawn_dead_s,miss_along_m,miss_cross_m,miss_vert_m,lead_along_m,lead_cross_m,lead_vert_m,ball_speed_mps,t_flight_assumed_s,flight_to_ca_s,tca_s,trigger_miss_m,first_det_range_m,track_updates,track_age_s,n_hypotheses
baseline,D60,0,True,True,19.0,0.376,0.0,0.376,False,True,True,False,clean dodge,False,0.0,1.871,0.256,0.113,0.335,0.129,0.277,-0.205,0.156,14.0,1.571,1.571,0.84,0.563,15.911,4,0.254,1
baseline,D60,1,True,True,20.0,0.576,0.0,0.576,False,True,True,False,clean dodge,False,0.0,1.871,0.294,-0.232,-0.236,-0.472,0.267,0.388,-0.367,14.0,1.571,1.583,1.05,0.708,15.975,3,0.154,1
baseline,D60,2,True,True,18.0,0.365,0.0,0.365,False,True,True,False,clean dodge,False,0.0,1.871,0.273,-0.099,0.096,-0.338,0.211,0.033,-0.28,13.849,1.571,1.578,0.91,0.431,15.795,4,0.245,1
baseline,D60,3,True,True,20.0,0.477,0.0,0.477,False,True,True,False,clean dodge,False,0.0,1.871,0.267,-0.13,0.361,-0.283,0.313,-0.211,-0.286,14.0,1.571,1.569,0.92,0.543,15.948,4,0.224,1
baseline,D60,4,True,True,18.0,0.287,0.0,0.287,False,True,False,False,dodged but min_dist 0.29 <= hit_radius,False,0.0,1.871,0.239,0.042,0.172,0.226,-0.064,-0.257,0.146,14.0,1.571,1.557,0.83,0.47,15.927,5,0.276,1
baseline,D60,5,True,True,19.0,0.22,0.0,0.22,False,True,False,False,dodged but min_dist 0.22 <= hit_radius,False,0.0,1.871,0.285,0.164,0.14,0.048,0.206,-0.127,0.037,14.15,1.571,1.566,0.63,0.497,15.977,7,0.491,1
baseline,D60,6,True,True,19.0,0.479,0.0,0.479,False,True,True,False,clean dodge,False,0.0,1.871,0.303,0.152,0.385,0.241,0.236,-0.349,0.237,14.0,1.571,1.569,0.92,0.374,15.863,3,0.167,1
baseline,D60,7,True,True,20.0,0.098,0.0,0.098,False,True,False,False,dodged but min_dist 0.10 <= hit_radius,False,0.0,1.871,0.256,0.038,0.014,-0.089,0.105,0.033,0.001,14.075,1.571,1.582,0.62,0.45,15.88,7,0.508,1
baseline,D60,8,True,True,19.0,0.194,0.0,0.194,False,True,False,False,dodged but min_dist 0.19 <= hit_radius,False,0.0,1.871,0.264,-0.163,0.084,-0.064,0.074,-0.043,-0.136,14.149,1.571,1.558,0.62,0.586,15.931,6,0.493,2
baseline,D60,9,True,True,20.0,0.331,0.0,0.331,False,True,True,False,clean dodge,False,0.0,1.871,0.297,0.226,0.146,0.193,0.137,-0.32,0.151,13.926,1.571,1.564,0.77,0.562,15.838,5,0.339,1
