1786215874,1.9800000190734863
1786215886,2.0
1786215898,2.0299999713897705
1786215909,1.9800000190734863
1786215921,1.9900000095367432
1786215934,1.9900000095367432
1786215946,2.0199999809265137
1786215958,1.9900000095367432
1786215970,1.9800000190734863
1786215982,1.9900000095367432
1786215994,2.0199999809265137
1786216006,1.9900000095367432
1786216018,2.0
1786216029,2.009999990463257
1786216042,1.9900000095367432
1786216054,1.9800000190734863
1786216066,1.9800000190734863
1786216078,1.9800000190734863
