episode,ball,scenario,rep,t_dodge_s,actual_min_m,counterfactual_min_m,delta_m,verdict,fit_resid_m,n_pre,n_post
1,ball_S08_r0_1786093112,S08,0,,0.6518,,,NO_DODGE,,0,309
2,ball_S08_r1_1786093126,S08,1,141.053,0.3093,0.2820,0.0273,DODGE_SAVED,0.0106,12,283
3,ball_S08_r2_1786093141,S08,2,155.259,0.3462,0.3195,0.0267,WOULD_HAVE_MISSED,0.0117,12,273
4,ball_S14_r0_1786093156,S14,0,169.639,0.1966,0.1942,0.0024,DODGE_FAILED,0.0096,12,266
5,ball_S14_r1_1786093170,S14,1,,0.2067,,,NO_DODGE,,0,310
6,ball_S14_r2_1786093184,S14,2,,0.3382,,,NO_DODGE,,0,312
7,ball_S20_r0_1786093197,S20,0,,0.2535,,,NO_DODGE,,0,314
