t_s,x,y,z,vx,vy,vz,qx,qy,qz,qw
110.434000,0.00000,0.00000,2.19000,0.00082,-0.00002,-0.00461,0.002788,-0.000413,0.000215,0.999996
110.467000,0.00000,0.00000,2.19000,0.00082,-0.00002,-0.00461,0.002788,-0.000413,0.000215,0.999996
110.501000,0.00000,0.00000,2.19000,-0.00059,-0.00021,-0.00044,-0.002608,-0.000238,0.000262,0.999997
110.534000,0.00000,0.00000,2.19000,-0.00059,-0.00021,-0.00044,-0.002608,-0.000238,0.000262,0.999997
110.567000,0.00000,0.00000,2.19000,-0.00059,-0.00021,-0.00044,-0.002608,-0.000238,0.000262,0.999997
110.600000,0.00000,0.00000,2.19000,-0.00059,-0.00021,-0.00044,-0.002608,-0.000238,0.000262,0.999997
110.634000,0.00000,0.00000,2.19000,-0.00059,-0.00021,-0.00044,-0.002608,-0.000238,0.000262,0.999997
110.667000,0.00000,0.00000,2.19000,-0.00059,-0.00021,-0.00044,-0.002608,-0.000238,0.000262,0.999997
110.700000,0.00000,0.00000,2.19000,-0.00059,-0.00021,-0.00044,-0.002608,-0.000238,0.000262,0.999997
110.735000,0.00000,0.00000,2.19000,-0.00149,-0.00009,-0.00247,0.002684,-0.000125,0.000107,0.999996
110.767000,0.00000,0.00000,2.19000,-0.00149,-0.00009,-0.00247,0.002684,-0.000125,0.000107,0.999996
110.800000,0.00000,0.00000,2.19000,-0.00149,-0.00009,-0.00247,0.002684,-0.000125,0.000107,0.999996
110.834000,0.00000,0.00000,2.19000,-0.00149,-0.00009,-0.00247,0.002684,-0.000125,0.000107,0.999996
110.867000,0.00000,0.00000,2.19000,-0.00149,-0.00009,-0.00247,0.002684,-0.000125,0.000107,0.999996
110.900000,0.00000,0.00000,2.19000,-0.00149,-0.00009,-0.00247,0.002684,-0.000125,0.000107,0.999996
110.934000,0.00000,0.00000,2.19000,-0.00149,-0.00009,-0.00247,0.002684,-0.000125,0.000107,0.999996
110.967000,0.00000,0.00000,2.19000,-0.00149,-0.00009,-0.00247,0.002684,-0.000125,0.000107,0.999996
111.001000,0.00000,0.00000,2.18000,-0.00171,-0.00267,0.00125,-0.002116,0.000042,0.000331,0.999998
111.034000,0.00000,0.00000,2.18000,-0.00171,-0.00267,0.00125,-0.002116,0.000042,0.000331,0.999998
111.067000,0.00000,0.00000,2.18000,-0.00171,-0.00267,0.00125,-0.002116,0.000042,0.000331,0.999998
111.100000,0.00000,0.00000,2.18000,-0.00171,-0.00267,0.00125,-0.002116,0.000042,0.000331,0.999998
111.134000,0.00000,0.00000,2.18000,-0.00171,-0.00267,0.00125,-0.002116,0.000042,0.000331,0.999998
111.167000,0.00000,0.00000,2.18000,-0.00171,-0.00267,0.00125,-0.002116,0.000042,0.000331,0.999998
111.200000,0.00000,0.00000,2.18000,-0.00171,-0.00267,0.00125,-0.002116,0.000042,0.000331,0.999998
111.235000,0.00000,0.00000,2.18000,-0.00171,-0.00267,0.00125,0.000211,0.000135,0.000081,1.000000
111.267000,0.00000,0.00000,2.18000,-0.00134,0.00221,0.00002,0.000211,0.000135,0.000081,1.000000
111.301000,0.00000,0.00000,2.18000,-0.00134,0.00221,0.00002,0.000211,0.000135,0.000081,1.000000
111.334000,0.00000,0.00000,2.18000,-0.00134,0.00221,0.00002,0.000211,0.000135,0.000081,1.000000
111.367000,0.00000,0.00000,2.18000,-0.00134,0.00221,0.00002,0.000211,0.000135,0.000081,1.000000
111.400000,0.00000,0.00000,2.18000,-0.00134,0.00221,0.00002,0.000211,0.000135,0.000081,1.000000
111.434000,0.00000,0.00000,2.18000,-0.00134,0.00221,0.00002,0.000211,0.000135,0.000081,1.000000
111.467000,0.00000,0.00000,2.18000,-0.00134,0.00221,0.00002,0.000211,0.000135,0.000081,1.000000
111.501000,0.00000,0.00000,2.18000,-0.00046,-0.00025,0.00198,0.000016,0.000208,0.000333,1.000000
111.534000,0.00000,0.00000,2.18000,-0.00046,-0.00025,0.00198,0.000016,0.000208,0.000333,1.000000
111.567000,0.00000,0.00000,2.18000,-0.00046,-0.00025,0.00198,0.000016,0.000208,0.000333,1.000000
111.600000,0.00000,0.00000,2.18000,-0.00046,-0.00025,0.00198,0.000016,0.000208,0.000333,1.000000
111.634000,0.00000,0.00000,2.18000,-0.00046,-0.00025,0.00198,0.000016,0.000208,0.000333,1.000000
111.667000,0.00000,0.00000,2.18000,-0.00046,-0.00025,0.00198,0.000016,0.000208,0.000333,1.000000
111.701000,0.00000,0.00000,2.18000,-0.00046,-0.00025,0.00198,0.000016,0.000208,0.000333,1.000000
111.735000,0.00000,0.00000,2.18000,-0.00004,0.00299,0.00395,-0.000916,-0.000022,0.000202,1.000000
111.767000,0.00000,0.00000,2.18000,-0.00004,0.00299,0.00395,-0.000916,-0.000022,0.000202,1.000000
111.800000,0.00000,0.00000,2.18000,-0.00004,0.00299,0.00395,-0.000916,-0.000022,0.000202,1.000000
111.834000,0.00000,0.00000,2.18000,-0.00004,0.00299,0.00395,-0.000916,-0.000022,0.000202,1.000000
111.867000,0.00000,0.00000,2.18000,-0.00004,0.00299,0.00395,-0.000916,-0.000022,0.000202,1.000000
111.900000,0.00000,0.00000,2.18000,-0.00004,0.00299,0.00395,-0.000916,-0.000022,0.000202,1.000000
111.934000,0.00000,0.00000,2.18000,-0.00004,0.00299,0.00395,-0.000916,-0.000022,0.000202,1.000000
111.967000,0.00000,0.00000,2.18000,-0.00004,0.00299,0.00395,-0.000916,-0.000022,0.000202,1.000000
112.001000,0.00000,0.00000,2.18000,-0.00035,-0.00021,-0.00184,0.001510,-0.000090,0.000340,0.999999
112.034000,0.00000,0.00000,2.18000,-0.00035,-0.00021,-0.00184,0.001510,-0.000090,0.000340,0.999999
112.067000,0.00000,0.00000,2.18000,-0.00035,-0.00021,-0.00184,0.001510,-0.000090,0.000340,0.999999
112.100000,0.00000,0.00000,2.18000,-0.00035,-0.00021,-0.00184,0.001510,-0.000090,0.000340,0.999999
112.134000,0.00000,0.00000,2.18000,-0.00035,-0.00021,-0.00184,0.001510,-0.000090,0.000340,0.999999
112.167000,0.00000,0.00000,2.18000,-0.00035,-0.00021,-0.00184,0.001510,-0.000090,0.000340,0.999999
112.200000,0.00000,0.00000,2.18000,-0.00035,-0.00021,-0.00184,0.001510,-0.000090,0.000340,0.999999
112.235000,0.00000,0.00000,2.18000,-0.00077,0.00245,-0.00362,-0.002530,-0.000072,0.000141,0.999997
112.267000,0.00000,0.00000,2.18000,-0.00077,0.00245,-0.00362,-0.002530,-0.000072,0.000141,0.999997
112.300000,0.00000,0.00000,2.18000,-0.00077,0.00245,-0.00362,-0.002530,-0.000072,0.000141,0.999997
112.334000,0.00000,0.00000,2.18000,-0.00077,0.00245,-0.00362,-0.002530,-0.000072,0.000141,0.999997
112.367000,0.00000,0.00000,2.18000,-0.00077,0.00245,-0.00362,-0.002530,-0.000072,0.000141,0.999997
112.400000,0.00000,0.00000,2.18000,-0.00077,0.00245,-0.00362,-0.002530,-0.000072,0.000141,0.999997
112.434000,0.00000,0.00000,2.18000,-0.00077,0.00245,-0.00362,-0.002530,-0.000072,0.000141,0.999997
112.467000,0.00000,0.00000,2.18000,-0.00077,0.00245,-0.00362,-0.002530,-0.000072,0.000141,0.999997
112.501000,0.00000,0.00000,2.18000,-0.00094,-0.00107,-0.00021,0.003498,-0.000031,0.000332,0.999994
112.534000,0.00000,0.00000,2.18000,-0.00094,-0.00107,-0.00021,0.003498,-0.000031,0.000332,0.999994
112.567000,0.00000,0.00000,2.18000,-0.00094,-0.00107,-0.00021,0.003498,-0.000031,0.000332,0.999994
112.601000,0.00000,0.00000,2.18000,-0.00094,-0.00107,-0.00021,0.003498,-0.000031,0.000332,0.999994
112.634000,0.00000,0.00000,2.18000,-0.00094,-0.00107,-0.00021,0.003498,-0.000031,0.000332,0.999994
112.667000,0.00000,0.00000,2.18000,-0.00094,-0.00107,-0.00021,0.003498,-0.000031,0.000332,0.999994
112.700000,0.00000,0.00000,2.18000,-0.00094,-0.00107,-0.00021,0.003498,-0.000031,0.000332,0.999994
112.735000,0.00000,0.00000,2.18000,-0.00074,-0.00195,-0.00452,-0.002733,0.000062,0.000270,0.999996
112.767000,0.00000,0.00000,2.18000,-0.00074,-0.00195,-0.00452,-0.002733,0.000062,0.000270,0.999996
112.800000,0.00000,0.00000,2.18000,-0.00074,-0.00195,-0.00452,-0.002733,0.000062,0.000270,0.999996
112.834000,0.00000,0.00000,2.18000,-0.00074,-0.00195,-0.00452,-0.002733,0.000062,0.000270,0.999996
112.867000,0.00000,0.00000,2.18000,-0.00074,-0.00195,-0.00452,-0.002733,0.000062,0.000270,0.999996
112.900000,0.00000,0.00000,2.18000,-0.00074,-0.00195,-0.00452,-0.002733,0.000062,0.000270,0.999996
112.934000,0.00000,0.00000,2.18000,-0.00074,-0.00195,-0.00452,-0.002733,0.000062,0.000270,0.999996
112.967000,0.00000,0.00000,2.18000,-0.00074,-0.00195,-0.00452,-0.002733,0.000062,0.000270,0.999996
113.001000,0.00000,0.00000,2.18000,-0.00061,-0.00101,-0.00368,0.002536,0.000012,0.000144,0.999997
113.034000,0.00000,0.00000,2.18000,-0.00061,-0.00101,-0.00368,0.002536,0.000012,0.000144,0.999997
113.067000,0.00000,0.00000,2.18000,-0.00061,-0.00101,-0.00368,0.002536,0.000012,0.000144,0.999997
113.100000,0.00000,0.00000,2.18000,-0.00061,-0.00101,-0.00368,0.002536,0.000012,0.000144,0.999997
113.134000,0.00000,0.00000,2.18000,-0.00061,-0.00101,-0.00368,0.002536,0.000012,0.000144,0.999997
113.167000,0.00000,0.00000,2.18000,-0.00061,-0.00101,-0.00368,0.002536,0.000012,0.000144,0.999997
113.200000,0.00000,0.00000,2.18000,-0.00061,-0.00101,-0.00368,0.002536,0.000012,0.000144,0.999997
113.235000,0.00000,0.00000,2.18000,-0.00051,-0.00234,0.00030,-0.002481,-0.000004,0.000208,0.999997
113.267000,0.00000,0.00000,2.18000,-0.00051,-0.00234,0.00030,-0.002481,-0.000004,0.000208,0.999997
113.301000,0.00000,0.00000,2.18000,-0.00051,-0.00234,0.00030,-0.002481,-0.000004,0.000208,0.999997
113.334000,0.00000,0.00000,2.18000,-0.00051,-0.00234,0.00030,-0.002481,-0.000004,0.000208,0.999997
113.367000,0.00000,0.00000,2.18000,-0.00051,-0.00234,0.00030,-0.002481,-0.000004,0.000208,0.999997
113.400000,0.00000,0.00000,2.18000,-0.00051,-0.00234,0.00030,-0.002481,-0.000004,0.000208,0.999997
113.434000,0.00000,0.00000,2.18000,-0.00051,-0.00234,0.00030,-0.002481,-0.000004,0.000208,0.999997
113.467000,0.00000,0.00000,2.18000,-0.00051,-0.00234,0.00030,-0.002481,-0.000004,0.000208,0.999997
113.501000,0.00000,0.00000,2.18000,-0.00051,0.00010,-0.00108,0.001356,-0.000006,0.000139,0.999999
113.534000,0.00000,0.00000,2.18000,-0.00051,0.00010,-0.00108,0.001356,-0.000006,0.000139,0.999999
113.567000,0.00000,0.00000,2.18000,-0.00051,0.00010,-0.00108,0.001356,-0.000006,0.000139,0.999999
113.600000,0.00000,0.00000,2.18000,-0.00051,0.00010,-0.00108,0.001356,-0.000006,0.000139,0.999999
113.634000,0.00000,0.00000,2.18000,-0.00051,0.00010,-0.00108,0.001356,-0.000006,0.000139,0.999999
113.667000,0.00000,0.00000,2.18000,-0.00051,0.00010,-0.00108,0.001356,-0.000006,0.000139,0.999999
113.700000,0.00000,0.00000,2.18000,-0.00051,0.00010,-0.00108,0.001356,-0.000006,0.000139,0.999999
113.735000,0.00000,0.00000,2.18000,-0.00062,-0.00190,0.00355,-0.000869,-0.000052,0.000373,1.000000
113.767000,0.00000,0.00000,2.18000,-0.00062,-0.00190,0.00355,-0.000869,-0.000052,0.000373,1.000000
113.800000,0.00000,0.00000,2.18000,-0.00062,-0.00190,0.00355,-0.000869,-0.000052,0.000373,1.000000
113.834000,0.00000,0.00000,2.18000,-0.00062,-0.00190,0.00355,-0.000869,-0.000052,0.000373,1.000000
113.868000,0.00000,0.00000,2.18000,-0.00062,-0.00190,0.00355,-0.000869,-0.000052,0.000373,1.000000
113.900000,0.00000,0.00000,2.18000,-0.00062,-0.00190,0.00355,-0.000869,-0.000052,0.000373,1.000000
113.934000,0.00000,0.00000,2.18000,-0.00062,-0.00190,0.00355,-0.000869,-0.000052,0.000373,1.000000
113.967000,0.00000,0.00000,2.18000,-0.00062,-0.00190,0.00355,-0.000869,-0.000052,0.000373,1.000000
114.001000,0.00000,0.00000,2.18000,-0.00088,0.00060,0.00097,0.000264,-0.000009,0.000230,1.000000
114.034000,0.00000,0.00000,2.18000,-0.00088,0.00060,0.00097,0.000264,-0.000009,0.000230,1.000000
114.067000,0.00000,0.00000,2.18000,-0.00088,0.00060,0.00097,0.000264,-0.000009,0.000230,1.000000
114.100000,0.00000,0.00000,2.18000,-0.00088,0.00060,0.00097,0.000264,-0.000009,0.000230,1.000000
114.134000,0.00000,0.00000,2.18000,-0.00088,0.00060,0.00097,0.000264,-0.000009,0.000230,1.000000
114.167000,0.00000,0.00000,2.18000,-0.00088,0.00060,0.00097,0.000264,-0.000009,0.000230,1.000000
114.200000,0.00000,0.00000,2.18000,-0.00088,0.00060,0.00097,0.000264,-0.000009,0.000230,1.000000
114.234000,0.00000,0.00000,2.18000,-0.00088,0.00060,0.00097,0.001109,-0.000070,0.000399,0.999999
114.268000,0.00000,0.00000,2.18000,-0.00096,-0.00251,0.00220,0.001109,-0.000070,0.000399,0.999999
114.300000,0.00000,0.00000,2.18000,-0.00096,-0.00251,0.00220,0.001109,-0.000070,0.000399,0.999999
114.334000,0.00000,0.00000,2.18000,-0.00096,-0.00251,0.00220,0.001109,-0.000070,0.000399,0.999999
114.367000,0.00000,0.00000,2.18000,-0.00096,-0.00251,0.00220,0.001109,-0.000070,0.000399,0.999999
114.400000,0.00000,0.00000,2.18000,-0.00096,-0.00251,0.00220,0.001109,-0.000070,0.000399,0.999999
114.434000,0.00000,0.00000,2.18000,-0.00096,-0.00251,0.00220,0.001109,-0.000070,0.000399,0.999999
114.467000,0.00000,0.00000,2.18000,-0.00096,-0.00251,0.00220,0.001109,-0.000070,0.000399,0.999999
114.501000,0.00000,0.00000,2.18000,-0.00110,0.00041,0.00155,-0.001730,0.000026,0.000210,0.999998
114.534000,0.00000,0.00000,2.18000,-0.00110,0.00041,0.00155,-0.001730,0.000026,0.000210,0.999998
114.567000,0.00000,0.00000,2.18000,-0.00110,0.00041,0.00155,-0.001730,0.000026,0.000210,0.999998
114.600000,0.00000,0.00000,2.18000,-0.00110,0.00041,0.00155,-0.001730,0.000026,0.000210,0.999998
114.634000,0.00000,0.00000,2.18000,-0.00110,0.00041,0.00155,-0.001730,0.000026,0.000210,0.999998
114.667000,0.00000,0.00000,2.18000,-0.00110,0.00041,0.00155,-0.001730,0.000026,0.000210,0.999998
114.700000,0.00000,0.00000,2.18000,-0.00110,0.00041,0.00155,-0.001730,0.000026,0.000210,0.999998
114.735000,0.00000,0.00000,2.18000,-0.00065,-0.00221,0.00038,0.002593,0.000073,0.000270,0.999997
114.767000,0.00000,0.00000,2.18000,-0.00065,-0.00221,0.00038,0.002593,0.000073,0.000270,0.999997
114.800000,0.00000,0.00000,2.18000,-0.00065,-0.00221,0.00038,0.002593,0.000073,0.000270,0.999997
114.834000,0.00000,0.00000,2.18000,-0.00065,-0.00221,0.00038,0.002593,0.000073,0.000270,0.999997
114.867000,0.00000,0.00000,2.18000,-0.00065,-0.00221,0.00038,0.002593,0.000073,0.000270,0.999997
114.900000,0.00000,0.00000,2.18000,-0.00065,-0.00221,0.00038,0.002593,0.000073,0.000270,0.999997
114.934000,0.00000,0.00000,2.18000,-0.00065,-0.00221,0.00038,0.002593,0.000073,0.000270,0.999997
114.968000,0.00000,0.00000,2.18000,-0.00065,-0.00221,0.00038,0.002593,0.000073,0.000270,0.999997
115.001000,0.00000,0.00000,2.18000,-0.00045,-0.00073,-0.00651,-0.003056,-0.000012,0.000241,0.999995
115.034000,0.00000,0.00000,2.18000,-0.00045,-0.00073,-0.00651,-0.003056,-0.000012,0.000241,0.999995
115.067000,0.00000,0.00000,2.18000,-0.00045,-0.00073,-0.00651,-0.003056,-0.000012,0.000241,0.999995
115.100000,0.00000,0.00000,2.18000,-0.00045,-0.00073,-0.00651,-0.003056,-0.000012,0.000241,0.999995
115.134000,0.00000,0.00000,2.18000,-0.00045,-0.00073,-0.00651,-0.003056,-0.000012,0.000241,0.999995
115.167000,0.00000,0.00000,2.18000,-0.00045,-0.00073,-0.00651,-0.003056,-0.000012,0.000241,0.999995
115.200000,0.00000,0.00000,2.18000,-0.00045,-0.00073,-0.00651,-0.003056,-0.000012,0.000241,0.999995
115.235000,0.00000,0.00000,2.18000,-0.00072,-0.00028,-0.00271,0.002489,-0.000084,0.000241,0.999997
115.267000,0.00000,0.00000,2.18000,-0.00072,-0.00028,-0.00271,0.002489,-0.000084,0.000241,0.999997
115.300000,0.00000,0.00000,2.18000,-0.00072,-0.00028,-0.00271,0.002489,-0.000084,0.000241,0.999997
115.334000,0.00000,0.00000,2.18000,-0.00072,-0.00028,-0.00271,0.002489,-0.000084,0.000241,0.999997
115.367000,0.00000,0.00000,2.18000,-0.00072,-0.00028,-0.00271,0.002489,-0.000084,0.000241,0.999997
115.400000,0.00000,0.00000,2.18000,-0.00072,-0.00028,-0.00271,0.002489,-0.000084,0.000241,0.999997
115.434000,0.00000,0.00000,2.18000,-0.00072,-0.00028,-0.00271,0.002489,-0.000084,0.000241,0.999997
115.467000,0.00000,0.00000,2.18000,-0.00072,-0.00028,-0.00271,0.002489,-0.000084,0.000241,0.999997
115.501000,0.00000,0.00000,2.18000,-0.00090,-0.00170,-0.00388,-0.002338,0.000037,0.000286,0.999997
115.534000,0.00000,0.00000,2.18000,-0.00090,-0.00170,-0.00388,-0.002338,0.000037,0.000286,0.999997
115.567000,0.00000,0.00000,2.18000,-0.00090,-0.00170,-0.00388,-0.002338,0.000037,0.000286,0.999997
115.600000,0.00000,0.00000,2.18000,-0.00090,-0.00170,-0.00388,-0.002338,0.000037,0.000286,0.999997
115.634000,0.00000,0.00000,2.18000,-0.00090,-0.00170,-0.00388,-0.002338,0.000037,0.000286,0.999997
115.667000,0.00000,0.00000,2.18000,-0.00090,-0.00170,-0.00388,-0.002338,0.000037,0.000286,0.999997
115.700000,0.00000,0.00000,2.18000,-0.00090,-0.00170,-0.00388,-0.002338,0.000037,0.000286,0.999997
115.735000,0.00000,0.00000,2.18000,-0.00058,0.00002,0.00029,0.001772,0.000057,0.000087,0.999998
115.767000,0.00000,0.00000,2.18000,-0.00058,0.00002,0.00029,0.001772,0.000057,0.000087,0.999998
115.800000,0.00000,0.00000,2.18000,-0.00058,0.00002,0.00029,0.001772,0.000057,0.000087,0.999998
115.834000,0.00000,0.00000,2.18000,-0.00058,0.00002,0.00029,0.001772,0.000057,0.000087,0.999998
115.867000,0.00000,0.00000,2.18000,-0.00058,0.00002,0.00029,0.001772,0.000057,0.000087,0.999998
115.900000,0.00000,0.00000,2.18000,-0.00058,0.00002,0.00029,0.001772,0.000057,0.000087,0.999998
115.934000,0.00000,0.00000,2.18000,-0.00058,0.00002,0.00029,0.001772,0.000057,0.000087,0.999998
115.967000,0.00000,0.00000,2.18000,-0.00058,0.00002,0.00029,0.001772,0.000057,0.000087,0.999998
116.001000,0.00000,0.00000,2.18000,-0.00060,-0.00211,0.00302,-0.001298,0.000014,0.000346,0.999999
116.034000,0.00000,0.00000,2.18000,-0.00060,-0.00211,0.00302,-0.001298,0.000014,0.000346,0.999999
116.067000,0.00000,0.00000,2.18000,-0.00060,-0.00211,0.00302,-0.001298,0.000014,0.000346,0.999999
116.100000,0.00000,0.00000,2.18000,-0.00060,-0.00211,0.00302,-0.001298,0.000014,0.000346,0.999999
116.134000,0.00000,0.00000,2.18000,-0.00060,-0.00211,0.00302,-0.001298,0.000014,0.000346,0.999999
116.167000,0.00000,0.00000,2.18000,-0.00060,-0.00211,0.00302,-0.001298,0.000014,0.000346,0.999999
116.200000,0.00000,0.00000,2.18000,-0.00060,-0.00211,0.00302,-0.001298,0.000014,0.000346,0.999999
116.234000,0.00000,0.00000,2.18000,-0.00060,-0.00211,0.00302,0.000207,0.000027,0.000065,1.000000
116.268000,0.00000,0.00000,2.18000,-0.00058,0.00195,0.00431,0.000207,0.000027,0.000065,1.000000
116.300000,0.00000,0.00000,2.18000,-0.00058,0.00195,0.00431,0.000207,0.000027,0.000065,1.000000
116.334000,0.00000,0.00000,2.18000,-0.00058,0.00195,0.00431,0.000207,0.000027,0.000065,1.000000
116.367000,0.00000,0.00000,2.18000,-0.00058,0.00195,0.00431,0.000207,0.000027,0.000065,1.000000
116.400000,0.00000,0.00000,2.18000,-0.00058,0.00195,0.00431,0.000207,0.000027,0.000065,1.000000
116.434000,0.00000,0.00000,2.18000,-0.00058,0.00195,0.00431,0.000207,0.000027,0.000065,1.000000
116.467000,0.00000,0.00000,2.18000,-0.00058,0.00195,0.00431,0.000207,0.000027,0.000065,1.000000
116.501000,0.00000,0.00000,2.18000,-0.00055,-0.00091,0.00241,0.000474,0.000004,0.000268,1.000000
116.534000,0.00000,0.00000,2.18000,-0.00055,-0.00091,0.00241,0.000474,0.000004,0.000268,1.000000
116.567000,0.00000,0.00000,2.18000,-0.00055,-0.00091,0.00241,0.000474,0.000004,0.000268,1.000000
116.600000,0.00000,0.00000,2.18000,-0.00055,-0.00091,0.00241,0.000474,0.000004,0.000268,1.000000
116.634000,0.00000,0.00000,2.18000,-0.00055,-0.00091,0.00241,0.000474,0.000004,0.000268,1.000000
116.667000,0.00000,0.00000,2.18000,-0.00055,-0.00091,0.00241,0.000474,0.000004,0.000268,1.000000
116.700000,0.00000,0.00000,2.18000,-0.00055,-0.00091,0.00241,0.000474,0.000004,0.000268,1.000000
116.735000,0.00000,0.00000,2.18000,-0.00061,0.00246,-0.00215,-0.002012,-0.000081,0.000087,0.999998
116.767000,0.00000,0.00000,2.18000,-0.00061,0.00246,-0.00215,-0.002012,-0.000081,0.000087,0.999998
116.800000,0.00000,0.00000,2.18000,-0.00061,0.00246,-0.00215,-0.002012,-0.000081,0.000087,0.999998
116.834000,0.00000,0.00000,2.18000,-0.00061,0.00246,-0.00215,-0.002012,-0.000081,0.000087,0.999998
116.867000,0.00000,0.00000,2.18000,-0.00061,0.00246,-0.00215,-0.002012,-0.000081,0.000087,0.999998
116.900000,0.00000,0.00000,2.18000,-0.00061,0.00246,-0.00215,-0.002012,-0.000081,0.000087,0.999998
116.934000,0.00000,0.00000,2.18000,-0.00061,0.00246,-0.00215,-0.002012,-0.000081,0.000087,0.999998
116.967000,0.00000,0.00000,2.18000,-0.00061,0.00246,-0.00215,-0.002012,-0.000081,0.000087,0.999998
117.001000,0.00000,0.00000,2.18000,-0.00081,-0.00127,0.00038,0.002921,-0.000047,0.000272,0.999996
117.034000,0.00000,0.00000,2.18000,-0.00081,-0.00127,0.00038,0.002921,-0.000047,0.000272,0.999996
117.067000,0.00000,0.00000,2.18000,-0.00081,-0.00127,0.00038,0.002921,-0.000047,0.000272,0.999996
