combo,id,rep,expect_dodge,dodged,latency_ms,min_dist_m,spec_miss_m,aim_err_m,off_target,steady,success,error,note,skipped,window_s,needed_window_s,spawn_dead_s,miss_along_m,miss_cross_m,miss_vert_m,lead_along_m,lead_cross_m,lead_vert_m,ball_speed_mps,t_flight_assumed_s,flight_to_ca_s,tca_s,trigger_miss_m,first_det_range_m,track_updates,track_age_s,n_hypotheses
baseline,S08,0,True,True,20.0,0.235,0.0,0.235,False,True,False,False,dodged but min_dist 0.24 <= hit_radius,False,2.185,1.05,0.253,-0.045,-0.174,-0.152,0.316,0.143,-0.026,8.043,0.75,0.782,0.48,0.393,9.864,3,0.169,1
baseline,S08,1,True,True,21.0,0.568,0.0,0.568,False,True,True,False,clean dodge,False,2.158,1.05,0.275,-0.291,-0.216,-0.437,1.129,0.124,-0.002,7.957,0.75,0.852,0.31,0.4,10.302,3,0.138,2
baseline,S08,2,True,True,19.0,0.287,0.0,0.287,False,True,False,False,dodged but min_dist 0.29 <= hit_radius,False,2.169,1.05,0.269,-0.048,-0.153,-0.238,0.485,0.108,-0.025,8.0,0.75,0.803,0.26,0.407,10.035,3,0.167,2
baseline,S14,0,True,True,18.0,0.252,0.0,0.252,False,True,False,False,dodged but min_dist 0.25 <= hit_radius,False,2.166,1.014,0.303,0.08,-0.171,-0.167,0.462,0.128,-0.024,14.074,0.714,0.749,0.22,0.599,11.797,3,0.17,2
baseline,S14,1,True,True,18.0,0.245,0.0,0.245,False,True,False,False,dodged but min_dist 0.24 <= hit_radius,False,2.163,1.014,0.272,0.087,-0.161,-0.163,0.44,0.121,-0.024,14.151,0.714,0.75,0.24,0.408,11.771,3,0.154,2
baseline,S14,2,True,True,19.0,0.146,0.0,0.146,False,True,False,False,dodged but min_dist 0.15 <= hit_radius,False,1.165,1.014,0.269,0.019,-0.141,-0.033,0.017,0.14,-0.024,14.0,0.714,0.714,0.38,0.304,11.861,3,0.138,1
baseline,S20,0,True,True,20.0,0.241,0.0,0.241,False,True,False,False,dodged but min_dist 0.24 <= hit_radius,False,2.161,1.05,0.341,-0.154,-0.17,-0.075,0.428,0.13,-0.022,19.684,0.75,0.765,0.24,0.627,11.944,3,0.254,2
baseline,S20,1,True,True,18.0,0.306,0.0,0.306,False,True,True,False,clean dodge,False,2.171,1.05,0.246,0.164,-0.194,-0.171,0.591,0.14,-0.024,20.323,0.75,0.785,0.27,0.078,11.88,3,0.169,1
baseline,S20,2,True,True,20.0,0.362,0.0,0.362,False,True,True,False,clean dodge,False,1.192,1.05,0.277,-0.207,-0.204,-0.216,1.278,0.12,-0.004,20.106,0.75,0.8,0.35,0.069,11.594,3,0.153,1
baseline,S20N,0,False,False,,1.342,1.5,0.158,False,True,True,False,correctly ignored,False,2.165,1.05,0.241,0.12,1.325,-0.174,0.654,0.114,-0.024,20.105,0.75,0.786,,,11.885,,,
baseline,S20N,1,False,False,,1.32,1.5,0.18,False,True,True,False,correctly ignored,False,1.934,1.05,0.306,-0.22,1.297,-0.103,0.576,0.151,-0.036,20.106,0.75,0.766,,,11.783,,,
