episode,ball,scenario,rep,t_dodge_s,actual_min_m,counterfactual_min_m,delta_m,verdict,fit_resid_m,n_pre,n_post
1,ball_S08_r0_1786094279,S08,0,124.486,0.2716,0.1783,0.0933,DODGE_FAILED,0.0132,12,289
2,ball_S08_r1_1786094291,S08,1,136.211,0.1440,0.1742,-0.0301,DODGE_FAILED,0.0109,12,294
3,ball_S08_r2_1786094303,S08,2,148.349,0.3366,0.1845,0.1521,DODGE_SAVED,0.0104,12,299
4,ball_S14_r0_1786094319,S14,0,164.099,0.1958,0.1950,0.0008,DODGE_FAILED,0.0127,12,282
5,ball_S14_r1_1786094348,S14,1,192.455,0.2216,0.1801,0.0415,DODGE_FAILED,0.0091,12,288
6,ball_S14_r2_1786094361,S14,2,204.435,0.2234,0.2054,0.0180,DODGE_FAILED,0.0088,12,291
7,ball_S20_r0_1786094375,S20,0,218.337,0.3564,0.3174,0.0390,WOULD_HAVE_MISSED,0.0127,12,285
8,ball_S20_r1_1786094389,S20,1,231.814,0.2397,0.2139,0.0258,DODGE_FAILED,0.0152,12,300
